nom_fichier,code_zoo,nom_canonique,titre_original,etat,langue,ancien_code
tlg0018.tlg009.opp-grc1.xml,zoo69/2g,PHILO ALEXANDRINUS,περί γεωργίας,Complet,grec,tlg0018
philo_plantatione_tei.xml,zoo69/3e,PHILO ALEXANDRINUS,Περι Φυτουργιας Νωε Το Δευτερον,,anglais,tlg0018
philo_plantatione_eng_tei.xml,zoo69/3e_2,PHILO ALEXANDRINUS,Περι Φυτουργιας Νωε Το Δευτερον,,anglais,tlg0018
tlg0018.tlg010.opp-grc1.xml,zoo69/3g,PHILO ALEXANDRINUS,Περι Φυτουργιας Νωε Το Δευτερον,Complet,grec,tlg0018
philo_dreams_tei.xml,zoo69/4e,PHILO ALEXANDRINUS,Περὶ τοῦ θεοπέμπτους εἴναι τοὺς ὀνείρους,,anglais,tlg0018
philo_dreams_eng_tei.xml,zoo69/4e_2,PHILO ALEXANDRINUS,Περὶ τοῦ θεοπέμπτους εἴναι τοὺς ὀνείρους,,anglais,tlg0018
tlg0018.tlg019.opp-grc1.xml,zoo69/4g,PHILO ALEXANDRINUS,Περὶ τοῦ θεοπέμπτους εἴναι τοὺς ὀνείρους,Complet,grec,tlg0018
aristote_partibus_animalium_eng_tei.xml,zoo7/10e,ARISTOTELES,Περὶ ζῴων μορίων,Partiel,anglais,tlg0086
tlg0086.tlg030.1st1K-grc1.xml,zoo7/10g,ARISTOTELES,Περὶ ζῴων μορίων,Partiel (37%),grec,tlg0086
aristote_respiratione_eng_tei.xml,zoo7/12e,ARISTOTELES,Περὶ ἀναπνοῆς,Complet,anglais,tlg0086
tlg0086.tlg037.1st1K-grc1.xml,zoo7/12g,ARISTOTELES,Περὶ ἀναπνοῆς,Complet,grec,tlg0086
aristote_ha_eng_tei.xml,zoo7/13e,ARISTOTELES,περὶ ζῴων ἱστορίας,Partiel,anglais,tlg0086
tlg0086.tlg014.1st1K-grc1.xml,zoo7/13g,ARISTOTELES,περὶ ζῴων ἱστορίας,Partiel (88%),grec,tlg0086
aristote_oeconomica_eng_tei.xml,zoo7/14e,ARISTOTELES,Οἰκονομικά,Complet,anglais,tlg0086
tlg0086.tlg029.perseus-grc1.xml,zoo7/14g,ARISTOTELES,Οἰκονομικά,Complet,grec,tlg0086
aristote_generation_animalium_eng_tei.xml,zoo7/1e,ARISTOTELES,Περὶ ζᾥων γενέσεως,Partiel,anglais,tlg0086
tlg0086.tlg012.1st1K-grc1.xml,zoo7/1g,ARISTOTELES,Περὶ ζᾥων γενέσεως,Partiel (73%),grec,tlg0086
aristote_incessu_animalium_eng_tei.xml,zoo7/2e,ARISTOTELES,Περὶ πορείας ζῴων,Complet,anglais,tlg0086
tlg0086.tlg015.opp-grc3.xml,zoo7/2g,ARISTOTELES,Περὶ πορείας ζῴων,Complet,grec,tlg0086
aristote_motu_animalium_eng_tei.xml,zoo7/3e,ARISTOTELES,Περὶ ζῴων κινήσεως,Complet,anglais,tlg0086
tlg0086.tlg021.opp-grc2.xml,zoo7/3g,ARISTOTELES,Περὶ ζῴων κινήσεως,Complet,grec,tlg0086
aristote_longitudine_vitae_eng_tei.xml,zoo7/4e,ARISTOTELES,Περὶ μακροβιότητος καὶ βραχυβιότητος,Complet,anglais,tlg0086
tlg0086.tlg020.1st1K-grc1.xml,zoo7/4g,ARISTOTELES,Περὶ μακροβιότητος καὶ βραχυβιότητος,Complet,grec,tlg0086
tlg0086.tlg036.1st1K-grc1.xml,zoo7/5g,ARISTOTELES,Προβλήματα,Partiel (8%),grec,tlg0086
tlg0086.tlg032.1st1K-grc1.xml,zoo7/6g,ARISTOTELES,Φυσιογνωμονικά,Partiel (100%),grec,tlg0086
tlg0086.tlg027.1st1K-grc1.xml,zoo7/7g,ARISTOTELES,Περὶ θαυμασίων ἀκουσμάτων,Partiel (100%),grec,tlg0086
aristote_sensu_sensibilibus_eng_tei.xml,zoo7/8e,ARISTOTELES,Περὶ αἰσθήσεως καὶ αἰσθητῶν,Partiel,anglais,tlg0086
tlg0086.tlg041.1st1K-grc1.xml,zoo7/8g,ARISTOTELES,Περὶ αἰσθήσεως καὶ αἰσθητῶν,Partiel (78%),grec,tlg0086
aristote_juventute_senectute_eng_tei.xml,zoo7/9e,ARISTOTELES,Περὶ Ζωῆς καὶ Θανάτου,Complet,anglais,tlg0086
tlg0086.tlg018.1st1K-grc1.xml,zoo7/9g,ARISTOTELES,Περὶ Ζωῆς καὶ Θανάτου,Complet,grec,tlg0086
philumenus_wellmann1908_eng_IA.xml,zoo70/1e,PHILOUMENOS,De venenatis animalibus eorumque remediis,IA non relue,anglais,tlg0671
philumenus_tei.xml,zoo70/1g,PHILOUMENOS,De venenatis animalibus eorumque remediis,Partiel (30%),grec,tlg0671
Philumenus _tei.xml,zoo70/1g_2,PHILOUMENOS,De venenatis animalibus eorumque remediis,,grec,tlg0671
physiologus_latin_b_anglais_IA.xml,zoo75/1e,PHYSIOLOGUS LATINUS B,Physiologus,IA non relue,anglais,digiliblt.DLT000410
physiologus_latin_b_complet.xml,zoo75/1l,PHYSIOLOGUS LATINUS B,Physiologus,Partiel (99%),latin,digiliblt.DLT000410
Physiologus_Piccolo_bis.xml,zoo75/1l_2,PHYSIOLOGUS LATINUS B,Physiologus,Partiel (87%),latin,digiliblt.DLT000410
physiologus_latin_y_anglais_IA.xml,zoo77/1e,PHYSIOLOGUS LATINUS Y,Physiologus,IA non relue,anglais,digiliblt.DLT000533
physiologus_latin_y_complet.xml,zoo77/1l,PHYSIOLOGUS LATINUS Y,Physiologus,Partiel (80%),latin,digiliblt.DLT000533
physiologus_theobaldi_rendell_anglais.xml,zoo79/1e,HILDEBERTUS CENOMANENSIS,Physiologus Theobaldi,Partiel,anglais,viaf282035032
171_Hildebertus-Cenomanensis_Physiologus_tei.xml,zoo79/1l,HILDEBERTUS CENOMANENSIS,Physiologus Theobaldi,Partiel (96%),latin,viaf282035032
arrian_cynegetique_tei.xml,zoo8/1e,ARRIANUS,Κυνηγετικά,Partiel,anglais,tlg0074
arrian_cynegeticus_eng_tei.xml,zoo8/1e_2,ARRIANUS,Κυνηγετικά,,anglais,tlg0074
tlg0074.tlg003.perseus-grc2.xml,zoo8/1g,ARRIANUS,Κυνηγετικά,Partiel (64%),grec,tlg0074
hippiatrica_cantabrigiensia_eng_IA.xml,zoo80/1e,HIPPIATRICA,Hippiatrica Cantabrigiensia,IA non relue,anglais,tlg0738
TLG0738-Hippiatrica Cantabrigiensia_tei.xml,zoo80/1g,HIPPIATRICA,Hippiatrica Cantabrigiensia,Partiel (69%),grec,tlg0738
hippiatrica_berolinensia_eng_IA.xml,zoo80/2e,HIPPIATRICA,Hippiatrica Berolinensia,IA non relue,anglais,tlg0738
TLG0738-Hippiatrica Berolinensia_tei.xml,zoo80/2g,HIPPIATRICA,Hippiatrica Berolinensia,Partiel (65%),grec,tlg0738
hippiatrica_parisina_eng_IA.xml,zoo80/3e,HIPPIATRICA,Hippiatrica Parisina,IA non relue,anglais,tlg0738
TLG0738-Hippiatrica Parisina_tei.xml,zoo80/3g,HIPPIATRICA,Hippiatrica Parisina,Partiel (59%),grec,tlg0738
hippiatrica_additamenta_londinensia_eng.xml,zoo80/4e,HIPPIATRICA,Additamenta Londinensia,IA non relue,anglais,tlg0738
TLG0738-Additamenta Londinensia ad hippiatrica Cantabrigiensia_tei.xml,zoo80/4g,HIPPIATRICA,Additamenta Londinensia,Partiel (34%),grec,tlg0738
eutecnius_cynegetica_anglais_IA.xml,zoo81/1e,EUTECNIUS,Paraphrasis in Oppiani Cynegetica,IA non relue,anglais,tlg0752
TLG0752-Eutecnius Paraphrasis in Oppiani cynegetica (fort. auctore Eutecnio)_tei.xml,zoo81/1g,EUTECNIUS,Paraphrasis in Oppiani Cynegetica,Partiel (1%),grec,tlg0752
eutecnius_halieutica_anglais_IA.xml,zoo82/1e,ANONYME,Paraphrasis in Oppiani Halieutica,IA non relue,anglais,anon_halieutica_oppien
TLG0752-Paraphrasis in Oppiani halieutica (fort. auctore Eutecnio)_tei.xml,zoo82/1g,ANONYME,Paraphrasis in Oppiani Halieutica,Partiel (11%),grec,anon_halieutica_oppien
physiologus_latin_d_eng.xml,zoo83/1e,PHYSIOLOGUS LATINUS D,Physiologus,IA non relue,anglais,pas didentifiant auteur trouve D
physiologus_latin_d_complet.xml,zoo83/1l,PHYSIOLOGUS LATINUS D,Physiologus,Partiel (100%),latin,pas didentifiant auteur trouve D
physiologus_latin_x_eng.xml,zoo84/1e,PHYSIOLOGUS LATINUS X,Physiologus,IA non relue,anglais,pas didentifiant auteur trouve X
physiologus_latin_x_complet.xml,zoo84/1l,PHYSIOLOGUS LATINUS X,Physiologus,Partiel (100%),latin,pas didentifiant auteur trouve X
artemidorus_dreams_eng_tei.xml,zoo9/1e,ARTEMIDORUS,Ὀνειροκριτικά,Partiel,anglais,tlg0553
tlg0553.tlg001.1st1K-grc1.xml,zoo9/1g,ARTEMIDORUS,Ὀνειροκριτικά,Partiel (37%),grec,tlg0553
1g.xml,zoo86/1g,ANONYME (Paradoxographus Vaticanus),Παραδοξογράφος Βατικανός (extraits zoologiques),Complet,grec,
1e.xml,zoo86/1e,ANONYME (Paradoxographus Vaticanus),Paradoxographus Vaticanus (zoological excerpts),Complet,anglais,
1g.xml,zoo89/1g,PS-ARISTOTELES,Περὶ θαυμασίων ἀκουσμάτων,Complet,grec,
1e.xml,zoo89/1e,PS-ARISTOTELES,On Marvellous Things Heard,Complet,anglais,
1e.xml,zoo18/1e,EUCHERIUS,Formulae spiritalis intellegentiae (Book IV: On the Animals),Complet,anglais,
1e_1.xml,zoo22/1e_1,HESIODUS,Ἔργα καὶ ἡμέραι,Complet,anglais,
1g_1.xml,zoo26/1g_1,Lucian,Dipsades,Complet,grec,
3e.xml,zoo31/3e,OVIDIUS,Fasti,Complet,anglais,
7e.xml,zoo31/7e,OVIDIUS,Ibis,Complet,anglais,
5g_1.xml,zoo44/5g_1,Plutarch,De esu carnium II,Complet,grec,
1e_1.xml,zoo69/1e_1,PHILO ALEXANDRINUS,On the Eternity of the World,Complet,anglais,
2e_1.xml,zoo69/2e_1,PHILO ALEXANDRINUS,On Husbandry,Complet,anglais,
3e_1.xml,zoo69/3e_1,PHILO ALEXANDRINUS,Concerning Noah's Work as a Planter,Complet,anglais,
4e_1.xml,zoo69/4e_1,PHILO ALEXANDRINUS,On Dreams,Complet,anglais,
