uri,id,type,title,author,date,editor,prov
http://ns.inria.fr/zoomathia/Athenaeus/the_deipnosophists,the_deipnosophists,Oeuvre,The Deipnosophists,Athenaeus,1927,Charles Burton Gulick,.\tlg0008\tlg0008.tlg001.perseus-grc4_annotated.xml
