uri,id,type,title,author,date,editor,prov
http://ns.inria.fr/zoomathia/APOLLONIUS/ἱστορίαι_θαυμάσιαι/g,ἱστορίαι_θαυμάσιαι,Oeuvre,Ἱστορίαι θαυμάσιαι,APOLLONIUS,2026-08-27,Unknown editor,./zoo/zoo5/1g.xml
