uri,id,type,title,author,date,editor,prov
http://ns.inria.fr/zoomathia/Xenophon/on_the_art_of_horsemanship_from_minor_works,on_the_art_of_horsemanship_from_minor_works,Oeuvre,On the Art of Horsemanship from Minor Works,Xenophon,1920 repr.1969,Unknown editor,.\tlg0032\tlg013\tlg0032.tlg013.perseus-grc1.xml
