uri,id,type,title,author,date,editor,prov
http://ns.inria.fr/zoomathia/Aesop/fabulae,fabulae,Oeuvre,Fabulae,Aesop,1872,Karl Halm,.\tlg0096\tlg0096.tlg002.First1K-grc1.xml
