uri,id,type,title,author,date,editor,prov
http://ns.inria.fr/zoomathia/Babrius/fabulae_aesopeae,fabulae_aesopeae,Oeuvre,Fabulae Aesopeae,Babrius,1872,Karl Halm,.\tlg0614\tlg0614.tlg001.1st1K-grc1.xml
