uri,id,type,title,author,date,editor,prov
http://ns.inria.fr/zoomathia/Strabo/geography,geography,Oeuvre,Geography,Strabo,1877,Unknown editor,.\tlg0099\tlg0099.tlg001.perseus-grc1.xml
