uri,id,type,title,author,date,editor,prov
"http://ns.inria.fr/zoomathia/Iohannes_de_Cuba/hortus_sanitatis,_liber_de_piscibus_éd._critique_jacquemard_-_avenel_-_gauvin_2013","hortus_sanitatis,_liber_de_piscibus_éd._critique_jacquemard_-_avenel_-_gauvin_2013",Oeuvre,"Hortus sanitatis, Liber de piscibus éd. critique Jacquemard - Avenel - Gauvin 2013",Iohannes de Cuba,2016,Unknown editor,".\animaux_encyclopedies\Iohannes de Cuba - Hortus sanitatis, Liber de piscibus.xml"
