uri,id,type,title,author,date,editor,prov
http://ns.inria.fr/zoomathia/Chonradus_de_Halberstadt/liber_similitudinum_naturalium_éd._i._ventura_2003,liber_similitudinum_naturalium_éd._i._ventura_2003,Oeuvre,Liber similitudinum naturalium éd. I. Ventura 2003,Chonradus de Halberstadt,2024,Unknown editor,.\animaux_encyclopedies\Conrad de Halberstadt - Liber similitudinum naturalium - 4.xml
