title,div,index_paragraph,index_annotation,mention,mention_without_space,concept,start,end,annotation_lang,score,category
Onirocriticon,1,1.7,1.7.4_en,Artemon,Artemon,http://dbpedia.org/resource/Artemon,1254,1258,en,0.9999999872266018,
Onirocriticon,1,1.7,1.7.5_en,Miletian,Miletian,http://dbpedia.org/resource/Miletus,1266,1270,en,1.0,
Onirocriticon,1,1.7,1.7.6_en,Phoebus,Phoebus,http://dbpedia.org/resource/Apollo,1279,1283,en,0.9999992974315058,
Onirocriticon,1,1.7,1.7.7_en,Antiochian,Antiochian,http://dbpedia.org/resource/Greek_Orthodox_Church_of_Antioch,1291,1295,en,0.999991153714311,
Onirocriticon,1,1.8,1.8.0_it,concordato,concordato,http://it.dbpedia.org/resource/Concordato,1860,1864,it,0.9995905168777999,
Onirocriticon,1,1.8,1.8.1_it,dice,dice,http://it.dbpedia.org/resource/Digital_Illusions_Creative_Entertainment,4353,4357,it,1.0,
Onirocriticon,1,1.8,1.8.2_it,Agamennone,Agamennone,http://it.dbpedia.org/resource/Agamennone,4371,4375,it,1.0,
Onirocriticon,1,1.8,1.8.3_it,consiglio degli anziani,consiglio_degli_anziani,http://it.dbpedia.org/resource/Personaggi_di_Una_serie_di_sfortunati_eventi,4410,4414,it,1.0,
Onirocriticon,1,1.8,1.8.4_it,Achei,Achei,http://it.dbpedia.org/resource/Achei,4453,4457,it,1.0,
Onirocriticon,1,1.8,1.8.5_it,esercito,esercito,http://it.dbpedia.org/resource/Esercito,4566,4570,it,0.6592528825652653,
Onirocriticon,1,1.8,1.8.6_it,Efeso,Efeso,http://it.dbpedia.org/resource/Efeso,5674,5678,it,1.0,
Onirocriticon,1,1.8,1.8.0_en,city,city,http://dbpedia.org/resource/City,513,516,en,0.9997082726113131,
Onirocriticon,1,1.8,1.8.1_en,soul,soul,http://dbpedia.org/resource/Soul,1069,1073,en,1.0,
Onirocriticon,1,1.8,1.8.2_en,aphrodisiac,aphrodisiac,http://dbpedia.org/resource/Aphrodisiac,2741,2745,en,1.0,
Onirocriticon,1,1.8,1.8.3_en,opera,opera,http://dbpedia.org/resource/Opera,4377,4381,en,0.9999699751789278,
Onirocriticon,1,1.8,1.8.4_en,Agamemnon,Agamemnon,http://dbpedia.org/resource/Agamemnon,4433,4437,en,0.9999999999995453,
Onirocriticon,1,1.8,1.8.5_en,city,city,http://dbpedia.org/resource/City,5381,5385,en,0.9997082726113131,
Onirocriticon,1,1.8,1.8.6_en,city,city,http://dbpedia.org/resource/City,5410,5414,en,0.9997082726113131,
Onirocriticon,1,1.8,1.8.7_en,city,city,http://dbpedia.org/resource/City,5694,5698,en,0.9997082726113131,
Onirocriticon,1,1.8,1.8.8_en,Ephesus,Ephesus,http://dbpedia.org/resource/Ephesus,5739,5743,en,0.9995010616830273,"Wikidata:Q9259,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:WorldHeritageSite"
Onirocriticon,1,1.9,1.9.0_it,etica,etica,http://it.dbpedia.org/resource/Etica,475,478,it,0.8747470713221365,
Onirocriticon,1,1.11,1.11.0_it,congregazione,congregazione,http://it.dbpedia.org/resource/Congregazione,983,986,it,0.9996558031169496,
Onirocriticon,1,1.11,1.11.1_it,Caronte,Caronte,http://it.dbpedia.org/resource/Caronte_di_Tebe,1328,1332,it,0.9999999948420282,
Onirocriticon,1,1.11,1.11.2_it,Caronte,Caronte,http://it.dbpedia.org/resource/Caronte_di_Tebe,1427,1431,it,0.9999999948420282,
Onirocriticon,1,1.11,1.11.3_it,cammello,cammello,http://it.dbpedia.org/resource/Camelus_bactrianus,1514,1518,it,0.9577797010411353,
Onirocriticon,1,1.11,1.11.4_it,cammello,cammello,http://it.dbpedia.org/resource/Camelus_bactrianus,1968,1972,it,0.9577797010411353,
Onirocriticon,1,1.11,1.11.5_it,gatto,gatto,http://it.dbpedia.org/resource/Felis_silvestris_catus,1996,2000,it,0.9999821621421947,
Onirocriticon,1,1.11,1.11.6_it,cammello,cammello,http://it.dbpedia.org/resource/Camelus_bactrianus,2033,2037,it,0.9577797010411353,
Onirocriticon,1,1.11,1.11.7_it,cammello,cammello,http://it.dbpedia.org/resource/Camelus_bactrianus,2114,2118,it,0.9577797010411353,
Onirocriticon,1,1.11,1.11.8_it,cammello,cammello,http://it.dbpedia.org/resource/Camelus_bactrianus,2139,2143,it,0.9577797010411353,
Onirocriticon,1,1.11,1.11.9_it,tn,tn,http://it.dbpedia.org/resource/Trento,2358,2362,it,0.7568696489346549,
Onirocriticon,1,1.11,1.11.10_it,eros,eros,http://it.dbpedia.org/resource/Eros,2397,2401,it,0.9999999999993179,
Onirocriticon,1,1.11,1.11.0_en,panti,panti,http://dbpedia.org/resource/Panti,1279,1283,en,1.0,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Agent,DBpedia:Person"
Onirocriticon,1,1.11,1.11.1_en,Charon,Charon,http://dbpedia.org/resource/Charon,1387,1391,en,1.0,
Onirocriticon,1,1.11,1.11.2_en,Charon,Charon,http://dbpedia.org/resource/Charon,1499,1503,en,1.0,
Onirocriticon,1,1.11,1.11.3_en,camel,camel,http://dbpedia.org/resource/Camel,1584,1588,en,0.9999876686432325,
Onirocriticon,1,1.11,1.11.4_en,wood,wood,http://dbpedia.org/resource/Wood,1856,1860,en,0.9997248661735672,
Onirocriticon,1,1.11,1.11.5_en,camel,camel,http://dbpedia.org/resource/Camel,2060,2064,en,0.9999876686432325,
Onirocriticon,1,1.11,1.11.6_en,camel,camel,http://dbpedia.org/resource/Camel,2125,2129,en,0.9999876686432325,
Onirocriticon,1,1.11,1.11.7_en,camel,camel,http://dbpedia.org/resource/Camel,2191,2195,en,0.9999876686432325,
Onirocriticon,1,1.11,1.11.8_en,camel,camel,http://dbpedia.org/resource/Camel,2212,2216,en,0.9999876686432325,
Onirocriticon,1,1.11,1.11.9_en,veil,veil,http://dbpedia.org/resource/Veil,2310,2314,en,0.9999792035241799,
Onirocriticon,1,1.11,1.11.10_en,eros,eros,http://dbpedia.org/resource/Eros,2480,2484,en,1.0,
Onirocriticon,1,1.12,1.12.0_it,Olimpo,Olimpo,http://it.dbpedia.org/resource/Olimpo,378,381,it,0.9999990080073449,
Onirocriticon,1,1.12,1.12.1_it,dice,dice,http://it.dbpedia.org/resource/Digital_Illusions_Creative_Entertainment,408,411,it,0.9999999976557774,
Onirocriticon,1,1.12,1.12.2_it,Ciclope,Ciclope,http://it.dbpedia.org/resource/Ciclopi,814,817,it,0.9990928008703636,
Onirocriticon,1,1.12,1.12.3_it,Dio,Dio,http://it.dbpedia.org/resource/Dio,1193,1197,it,0.9999590846892723,
Onirocriticon,1,1.12,1.12.4_it,pane,pane,http://it.dbpedia.org/resource/Pane,1267,1271,it,0.9999999999922693,
Onirocriticon,1,1.12,1.12.5_it,Dio,Dio,http://it.dbpedia.org/resource/Dio,1389,1393,it,0.9999590846892723,
Onirocriticon,1,1.12,1.12.0_en,Cyclops,Cyclops,http://dbpedia.org/resource/Cyclopes,791,794,en,1.0,
Onirocriticon,1,1.12,1.12.1_en,soul,soul,http://dbpedia.org/resource/Soul,929,932,en,0.9999999998964313,
Onirocriticon,1,1.12,1.12.2_en,Saturn,Saturn,http://dbpedia.org/resource/Saturn,1074,1078,en,0.9999412260323329,"Wikidata:Q634,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:CelestialBody,DBpedia:Planet"
Onirocriticon,1,1.12,1.12.3_en,God,God,http://dbpedia.org/resource/God,1152,1156,en,0.9343881088182945,
Onirocriticon,1,1.12,1.12.4_en,Helios,Helios,http://dbpedia.org/resource/Helios,1242,1246,en,1.0,
Onirocriticon,1,1.12,1.12.5_en,God,God,http://dbpedia.org/resource/God,1349,1353,en,0.9343881088182945,
Onirocriticon,1,1.12,1.12.6_en,myron,myron,http://dbpedia.org/resource/Chrism,1464,1468,en,0.9961782796215246,
Onirocriticon,1,1.12,1.12.7_en,lightning,lightning,http://dbpedia.org/resource/Lightning,1636,1640,en,0.9998904189012224,
Onirocriticon,1,1.12,1.12.8_en,penitent,penitent,http://dbpedia.org/resource/Penance,1654,1658,en,0.999990569129542,
Onirocriticon,1,1.13,1.13.1_it,Aristotele,Aristotele,http://it.dbpedia.org/resource/Aristotele,522,525,it,1.0,
Onirocriticon,1,1.13,1.13.2_it,Dio,Dio,http://it.dbpedia.org/resource/Dio,604,607,it,0.9999970289607998,
Onirocriticon,1,1.13,1.13.3_it,Dio,Dio,http://it.dbpedia.org/resource/Dio,693,696,it,0.9999970289607998,
Onirocriticon,1,1.13,1.13.1_en,Aristotle,Aristotle,http://dbpedia.org/resource/Aristotle,490,493,en,0.9999894877253749,"Http://xmlns.com/foaf/0.1/Person,Wikidata:Q5,Wikidata:Q4964182,Wikidata:Q24229398,Wikidata:Q215627,DUL:NaturalPerson,DUL:Agent,Schema:Person,DBpedia:Person,DBpedia:Agent,DBpedia:Philosopher"
Onirocriticon,1,1.13,1.13.2_en,God,God,http://dbpedia.org/resource/God,573,576,en,0.9906051584838829,
Onirocriticon,1,1.13,1.13.3_en,soul,soul,http://dbpedia.org/resource/Soul,610,613,en,0.9978919091991808,
Onirocriticon,1,1.15,1.15.0_it,ombra,ombra,http://it.dbpedia.org/resource/Anima,468,471,it,0.99999996519955,
Onirocriticon,1,1.15,1.15.1_it,pesci,pesci,http://it.dbpedia.org/resource/Pesce,863,866,it,0.999999611492588,
Onirocriticon,1,1.15,1.15.2_it,Italia,Italia,http://it.dbpedia.org/resource/Italia,1058,1062,it,0.9995921075603168,
Onirocriticon,1,1.15,1.15.3_it,avvoltoio,avvoltoio,http://it.dbpedia.org/resource/Avvoltoio,1077,1081,it,0.997915064782164,
Onirocriticon,1,1.15,1.15.4_it,Ionia,Ionia,http://it.dbpedia.org/resource/Ionia,1199,1203,it,1.0,
Onirocriticon,1,1.15,1.15.5_it,Efeso,Efeso,http://it.dbpedia.org/resource/Efeso,1216,1220,it,0.9999809518658105,
Onirocriticon,1,1.15,1.15.6_it,kouros,kouros,http://it.dbpedia.org/resource/Kouros,1265,1269,it,1.0,
Onirocriticon,1,1.15,1.15.7_it,Larissa,Larissa,http://it.dbpedia.org/resource/Larissa,1310,1314,it,0.9999999997685336,
Onirocriticon,1,1.15,1.15.8_it,Tessaglia,Tessaglia,http://it.dbpedia.org/resource/Tessaglia,1331,1335,it,1.0,
Onirocriticon,1,1.15,1.15.0_en,fast day,fast_day,http://dbpedia.org/resource/Fasting,383,386,en,0.9997709602675096,
Onirocriticon,1,1.15,1.15.1_en,meridian house,meridian_house,http://dbpedia.org/resource/Meridian_House,646,649,en,0.9999999999911324,"Wikidata:Q41176,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:ArchitecturalStructure,DBpedia:Building"
Onirocriticon,1,1.15,1.15.2_en,fish,fish,http://dbpedia.org/resource/Fish,851,854,en,0.9668105079021183,
Onirocriticon,1,1.15,1.15.3_en,Italy,Italy,http://dbpedia.org/resource/Roman_Italy,1053,1057,en,0.797061728652998,"Wikidata:Q6256,Schema:Place,Schema:Country,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Country"
Onirocriticon,1,1.15,1.15.4_en,vulture,vulture,http://dbpedia.org/resource/Vulture,1071,1075,en,0.9999999486610718,"Wikidata:Q729,Wikidata:Q19088,DBpedia:Species,DBpedia:Eukaryote,DBpedia:Animal,DBpedia:Bird"
Onirocriticon,1,1.15,1.15.5_en,Ionia,Ionia,http://dbpedia.org/resource/Ionia,1172,1176,en,1.0,
Onirocriticon,1,1.15,1.15.6_en,Ephesus,Ephesus,http://dbpedia.org/resource/Ephesus,1190,1194,en,0.9999994764488298,"Wikidata:Q9259,Schema:Place,DBpedia:Place,DBpedia:Location,DBpedia:WorldHeritageSite"
Onirocriticon,1,1.15,1.15.7_en,Attica,Attica,http://dbpedia.org/resource/Attica,1212,1216,en,0.9999999999993179,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion"
Onirocriticon,1,1.15,1.15.8_en,kouros,kouros,http://dbpedia.org/resource/Kouros,1253,1257,en,1.0,
Onirocriticon,1,1.15,1.15.9_en,Athenian,Athenian,http://dbpedia.org/resource/History_of_Athens,1263,1267,en,0.7107632134184396,
Onirocriticon,1,1.15,1.15.10_en,Larissa,Larissa,http://dbpedia.org/resource/Larissa,1296,1300,en,0.9999613598366439,"Wikidata:Q3455524,Schema:Place,Schema:AdministrativeArea,DBpedia:Region,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:AdministrativeRegion"
Onirocriticon,1,1.15,1.15.11_en,city,city,http://dbpedia.org/resource/City,1307,1311,en,0.9999637274984963,
Onirocriticon,1,1.15,1.15.12_en,Thessaly,Thessaly,http://dbpedia.org/resource/Thessaly,1315,1319,en,0.9984850981517676,"Wikidata:Q486972,Schema:Place,DBpedia:PopulatedPlace,DBpedia:Place,DBpedia:Location,DBpedia:Settlement"
Onirocriticon,1,1.17,1.17.0_it,mirra,mirra,http://it.dbpedia.org/resource/Mirra,647,650,it,1.0,
Onirocriticon,1,1.17,1.17.1_it,afrodisiaci,afrodisiaci,http://it.dbpedia.org/resource/Afrodisiaco,678,681,it,1.0,
Onirocriticon,1,1.17,1.17.2_it,Bibbia,Bibbia,http://it.dbpedia.org/resource/Bibbia,737,740,it,0.9999424691333406,
Onirocriticon,1,1.17,1.17.3_it,accelerazione,accelerazione,http://it.dbpedia.org/resource/Accelerazione,769,772,it,0.9999997141681387,
Onirocriticon,1,1.17,1.17.4_it,agricoltura,agricoltura,http://it.dbpedia.org/resource/Agricoltura,900,903,it,0.9999986531240641,
Onirocriticon,1,1.17,1.17.5_it,esercito,esercito,http://it.dbpedia.org/resource/Esercito,956,959,it,0.8737017827516876,
Onirocriticon,1,1.17,1.17.0_en,myrrh,myrrh,http://dbpedia.org/resource/Myrrh,638,641,en,1.0,
Onirocriticon,1,1.17,1.17.1_en,aphrodisiac,aphrodisiac,http://dbpedia.org/resource/Aphrodisiac,663,666,en,1.0,
Onirocriticon,1,1.17,1.17.2_en,Bible,Bible,http://dbpedia.org/resource/Bible,736,739,en,0.99991542776941,
Onirocriticon,1,1.17,1.17.3_en,hunting,hunting,http://dbpedia.org/resource/Hunting,844,847,en,0.9997579521676256,
Onirocriticon,1,1.17,1.17.4_en,agriculture,agriculture,http://dbpedia.org/resource/Agriculture,886,889,en,0.9999916221873594,
Onirocriticon,1,1.18,1.18.0_it,i teoremi,i_teoremi,http://it.dbpedia.org/resource/I_Teoremi,103,106,it,0.9963948038921152,
Onirocriticon,1,1.18,1.18.1_it,rende,rende,http://it.dbpedia.org/resource/Rende,597,600,it,0.9986091750900027,
Onirocriticon,1,1.18,1.18.0_it,ge,ge,http://it.dbpedia.org/resource/Genova,1186,1190,it,0.7008533383431269,
Onirocriticon,1,1.18,1.18.0_en,soul,soul,http://dbpedia.org/resource/Soul,919,922,en,0.9999988874165461,
Onirocriticon,1,1.18,1.18.1_en,soul,soul,http://dbpedia.org/resource/Soul,1081,1085,en,0.9999988874165461,
Onirocriticon,1,1.19,1.19.0_it,tua,tua,http://it.dbpedia.org/resource/Ferrovia_del_Tua,329,332,it,0.999999942410115,
Onirocriticon,1,1.19,1.19.1_it,despota,despota,http://it.dbpedia.org/resource/Tiranno,715,718,it,1.0,
Onirocriticon,1,1.19,1.19.2_it,peccato,peccato,http://it.dbpedia.org/resource/Peccato,729,732,it,0.9999998485836955,
Onirocriticon,1,1.19,1.19.3_it,rachitismo,rachitismo,http://it.dbpedia.org/resource/Rachitismo,1279,1283,it,1.0,
Onirocriticon,1,1.19,1.19.4_it,balbuzie,balbuzie,http://it.dbpedia.org/resource/Balbuzie,1674,1678,it,1.0,
Onirocriticon,1,1.19,1.19.0_en,despot,despot,http://dbpedia.org/resource/Despotism,718,721,en,1.0,
Onirocriticon,1,1.19,1.19.1_en,common land,common_land,http://dbpedia.org/resource/Common_land,1178,1182,en,0.9999490409459606,
Onirocriticon,1,1.19,1.19.2_en,rickets,rickets,http://dbpedia.org/resource/Rickets,1309,1313,en,0.9999998710565107,"Wikidata:Q12136,DBpedia:Disease"
Onirocriticon,1,1.20,1.20.0_en,pneuma,pneuma,http://dbpedia.org/resource/Pneuma,530,533,en,1.0,
Onirocriticon,1,1.20,1.20.1_en,soul,soul,http://dbpedia.org/resource/Soul,614,617,en,0.9999981573545179,
Onirocriticon,1,1.21,1.21.0_it,allevamento,allevamento,http://it.dbpedia.org/resource/Allevamento,1074,1078,it,0.9998715408953152,
Onirocriticon,1,1.21,1.21.0_en,dowry,dowry,http://dbpedia.org/resource/Dowry,545,548,en,0.9996702583165288,
Onirocriticon,1,1.22,1.22.0_it,afrodisiaco,afrodisiaco,http://it.dbpedia.org/resource/Afrodisiaco,920,923,it,1.0,
Onirocriticon,1,1.22,1.22.1_it,sport,sport,http://it.dbpedia.org/resource/Sport,1347,1351,it,0.9999980238614142,
Onirocriticon,1,1.22,1.22.0_en,milk,milk,http://dbpedia.org/resource/Breast_milk,84,86,en,0.9999218324893681,
Onirocriticon,1,1.22,1.22.1_en,afar,afar,http://dbpedia.org/resource/Afar_people,167,170,en,0.9211185719265074,"Wikidata:Q41710,DBpedia:EthnicGroup"
Onirocriticon,1,1.22,1.22.2_en,demon,demon,http://dbpedia.org/resource/Demon,388,391,en,0.9999999921149083,
Onirocriticon,1,1.22,1.22.3_en,horse,horse,http://dbpedia.org/resource/Horse,465,468,en,0.9994462563721384,
Onirocriticon,1,1.22,1.22.4_en,milk,milk,http://dbpedia.org/resource/Breast_milk,525,528,en,0.9999218324893681,
Onirocriticon,1,1.22,1.22.5_en,milk,milk,http://dbpedia.org/resource/Breast_milk,621,624,en,0.9999218324893681,
Onirocriticon,1,1.22,1.22.6_en,milk,milk,http://dbpedia.org/resource/Breast_milk,665,668,en,0.9999218324893681,
Onirocriticon,1,1.22,1.22.7_en,aphrodisiac,aphrodisiac,http://dbpedia.org/resource/Aphrodisiac,891,894,en,1.0,
Onirocriticon,1,1.22,1.22.8_en,milk,milk,http://dbpedia.org/resource/Breast_milk,903,906,en,0.9999218324893681,
Onirocriticon,1,1.22,1.22.9_en,gladiator,gladiator,http://dbpedia.org/resource/Gladiator,1354,1358,en,0.999995611240105,
Onirocriticon,1,1.22,1.22.10_en,milk,milk,http://dbpedia.org/resource/Breast_milk,1447,1451,en,0.9999218324893681,
Onirocriticon,1,1.24,1.24.0_it,sport,sport,http://it.dbpedia.org/resource/Sport,72,74,it,0.9999779801013958,
Onirocriticon,1,1.24,1.24.1_it,strofio,strofio,http://it.dbpedia.org/resource/Strofio_(figlio_di_Criso),180,183,it,0.9032039707342853,
Onirocriticon,1,1.24,1.24.1_en,diadem,diadem,http://dbpedia.org/resource/Diadem,199,202,en,1.0,
Onirocriticon,1,1.24,1.24.2_en,demagogue,demagogue,http://dbpedia.org/resource/Demagogue,556,559,en,1.0,
Onirocriticon,1,1.24,1.24.3_en,blasphemy,blasphemy,http://dbpedia.org/resource/Blasphemy,790,793,en,0.9999624585661403,
Onirocriticon,1,1.25,1.25.1_it,donna davvero,donna_davvero,http://it.dbpedia.org/resource/Linda/Donna_davvero,72,74,it,0.9999904769514222,
Onirocriticon,1,1.25,1.25.2_it,rabdomante,rabdomante,http://it.dbpedia.org/resource/Rabdomanzia,205,208,it,0.9999999999839133,
Onirocriticon,1,1.25,1.25.3_it,fai,fai,http://it.dbpedia.org/resource/Fondo_Ambiente_Italiano,277,280,it,0.9981709589113599,
Onirocriticon,1,1.25,1.25.0_en,Dionysus,Dionysus,http://dbpedia.org/resource/Dionysian_Mysteries,249,252,en,0.8452297701753548,
Onirocriticon,1,1.25,1.25.1_en,euphorian,euphorian,http://dbpedia.org/resource/Euphorion_of_Chalcis,387,390,en,0.9999989833384627,
Onirocriticon,1,1.25,1.25.0_en,city,city,http://dbpedia.org/resource/City,414,417,en,0.9897572980617132,
Onirocriticon,1,1.26,1.26.0_en,pork,pork,http://dbpedia.org/resource/Pork,25,27,en,0.938735006123874,
Onirocriticon,1,1.26,1.26.1_en,pig,pig,http://dbpedia.org/resource/Pig,101,104,en,0.6978693932463192,
Onirocriticon,1,1.26,1.26.2_en,horse,horse,http://dbpedia.org/resource/Horse,242,245,en,0.9998796906908048,
Onirocriticon,1,1.27,1.27.0_it,cambiano,cambiano,http://it.dbpedia.org/resource/Cambiano,211,214,it,0.9795225663689434,
Onirocriticon,1,1.27,1.27.0_en,Eria,Eria,http://dbpedia.org/resource/Eria,13,15,en,0.9999998828184926,
Onirocriticon,1,1.29,1.29.0_it,giullari,giullari,http://it.dbpedia.org/resource/Giullare,70,72,it,0.9999933577680666,
Onirocriticon,1,1.29,1.29.1_it,Dio,Dio,http://it.dbpedia.org/resource/Dio,82,84,it,0.9999990516935162,
Onirocriticon,1,1.29,1.29.2_it,risurrezione,risurrezione,http://it.dbpedia.org/resource/Risurrezione,374,377,it,0.9999877372558059,
Onirocriticon,1,1.29,1.29.0_en,God,God,http://dbpedia.org/resource/Names_of_God_in_Judaism,49,51,en,0.6428343592181247,
Onirocriticon,1,1.29,1.29.1_en,resurrection,resurrection,http://dbpedia.org/resource/Resurrection,357,360,en,0.998787329135838,
Onirocriticon,1,1.29,1.29.2_en,barber,barber,http://dbpedia.org/resource/Barber_surgeon,807,810,en,0.9519284827299499,
Onirocriticon,1,1.29,1.29.3_en,tangled,tangled,http://dbpedia.org/resource/Tangled,1231,1235,en,1.0,
Onirocriticon,1,1.30,1.30.0_it,rame,rame,http://it.dbpedia.org/resource/Rame,154,157,it,0.9999911645207747,
Onirocriticon,1,1.30,1.30.1_it,ferro,ferro,http://it.dbpedia.org/resource/Ferro,161,164,it,0.9999304975845149,
Onirocriticon,1,1.30,1.30.2_it,pubblicani,pubblicani,http://it.dbpedia.org/resource/Pubblicano,199,202,it,0.9999999836306871,
Onirocriticon,1,1.30,1.30.0_en,copper,copper,http://dbpedia.org/resource/Copper,157,160,en,0.9999716153900535,
Onirocriticon,1,1.30,1.30.1_en,iron,iron,http://dbpedia.org/resource/Iron,167,170,en,0.9996295828388857,
Onirocriticon,1,1.31,1.31.0_it,fisi,fisi,http://it.dbpedia.org/resource/Federazione_italiana_sport_invernali,513,516,it,0.9999999080296262,
Onirocriticon,1,1.31,1.31.0_en,modron,modron,http://dbpedia.org/resource/Outer_Plane,500,503,en,0.9999997863995645,
