id,oeuvre_id,nom_fichier,format,langue,statut,source
75,1,tlg0545.tlg001.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
76,33,grattius.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
77,67,tlg2034.tlg003.1st1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
78,44,tlg0023.tlg001.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
79,24,avianus.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
80,41,nemesianus1.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
81,41,nemesianus2.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
82,41,nemesianus3.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
83,41,nemesianus4.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
84,79,tlg0032.tlg014.perseus-grc1.xml,TEI P5,grec,Disponible,Inconnu
85,79,tlg0032.tlg003.perseus-grc1.xml,TEI P5,grec,Disponible,Inconnu
86,79,tlg0032.tlg013.perseus-grc1.xml,TEI P5,grec,Disponible,Inconnu
87,79,tlg0032.tlg012.perseus-grc1.xml,TEI P5,grec,Disponible,Inconnu
88,22,tlg0553.tlg001.1st1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
89,37,tlg0627.tlg005.perseus-grc1.xml,TEI P5,grec,Disponible,Inconnu
90,60,tlg0059.tlg031.perseus-eng2.xml,TEI P5,anglais,Disponible,Inconnu
91,60,tlg0059.tlg031.perseus-grc2.xml,TEI P5,grec,Disponible,Inconnu
92,32,tlg0057.tlg010.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
93,38,1.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
94,38,10.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
95,38,11.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
96,38,12.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
97,38,13.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
98,38,14.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
99,38,15.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
100,38,16.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
101,38,17.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
102,38,18.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
103,38,19.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
104,38,2.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
105,38,20.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
106,38,3.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
107,38,4.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
108,38,5.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
109,38,6.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
110,38,7.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
111,38,8.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
112,38,9.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
113,38,historia.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
114,38,sententiae1.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
115,38,sententiae2.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
116,38,sententiae3.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
117,72,STRATO_LAMPSACENUS.xml,XML non TEI,inconnu,A convertir en TEI,DFHG Project
118,96,tlg0018.tlg019.opp-grc1.xml,TEI P5,grec,Disponible,Inconnu
119,96,tlg0018.tlg029.opp-grc1.xml,TEI P5,grec,Disponible,Inconnu
120,96,tlg0018.tlg010.opp-grc1.xml,TEI P5,grec,Disponible,Inconnu
121,96,tlg0018.tlg009.opp-grc1.xml,TEI P5,grec,Disponible,Inconnu
122,74,tlg0093.tlg010x03.1st1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
123,29,tlg0060.tlg001.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
124,29,tlg0060.tlg001.perseus-grc2.xml,TEI P4,grec,Disponible,Inconnu
125,29,tlg0060.tlg001.perseus-grc3.xml,TEI P4,grec,Disponible,Inconnu
126,30,tlg0096.tlg002.First1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
127,3,epist.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
128,3,epistvaria.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
129,3,hymns.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
130,3,mysteriis.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
131,39,tlg0062.tlg027.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
132,39,tlg0062.tlg027.perseus-grc2.xml,TEI P5,grec,Disponible,Inconnu
133,39,tlg0062.tlg054.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
134,45,tlg0024.tlg001.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
135,23,tlg0008.tlg001.perseus-grc4_annotated.xml,TEI P5,grec,Disponible,Inconnu
136,28,phi0845.phi002.perseus-lat1.xml,TEI P4,latin,Disponible,Inconnu
137,28,phi0845.phi002.perseus-lat2.xml,TEI P4,latin,Disponible,Inconnu
138,62,tlg0007.tlg132.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
139,62,tlg0007.tlg130.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
140,62,tlg0007.tlg125.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
141,62,tlg0007.tlg098.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
142,62,tlg0007.tlg129.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
143,7,tlg0086.tlg018.1st1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
144,7,tlg0086.tlg014.1st1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
145,7,tlg0086.tlg029.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
146,7,tlg0086.tlg037.1st1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
147,7,tlg0086.tlg030.1st1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
148,7,tlg0086.tlg041.1st1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
149,21,tlg0074.tlg003.perseus-grc2.xml,TEI P5,grec,Disponible,Inconnu
150,69,,,grec,Introuvable,Introuvable
151,4,,,grec,Introuvable,Introuvable
152,26,,,grec,Introuvable,Introuvable
