id,oeuvre_id,nom_fichier,format,langue,statut,source
1,25,tlg0614.tlg001.1st1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
2,70,2_eng.xml,TEI P4,anglais,Disponible,CLTK greek_text_perseus
3,70,2_gk.xml,TEI P4,grec,Disponible,CLTK greek_text_perseus
4,47,phi0975.phi001.perseus-eng1.xml,TEI P4,anglais,Disponible,Inconnu
5,47,phi0975.phi001.perseus-lat1-p5.xml,TEI P5,latin,Disponible,Inconnu
6,77,varro.rr1.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
7,77,varro.rr2.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
8,77,varro.rr3.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
9,34,tlg0016.tlg001.perseus-grc2.xml,TEI P5,grec,Disponible,Inconnu
10,35,tlg0020.tlg002.perseus-grc2.xml,TEI P5,grec,Disponible,Inconnu
11,43,tlg0022.tlg002.1st1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
12,43,tlg0022.tlg001.1st1K-grc1.xml,TEI P5,grec,Disponible,Inconnu
13,71,tlg0099.tlg001.perseus-grc1.xml,TEI P4,grec,Disponible,Inconnu
14,46,ovid.amor1.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
15,46,ovid.amor2.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
16,46,ovid.amor3.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
17,46,ovid.artis1.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
18,46,ovid.artis2.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
19,46,ovid.artis3.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
20,46,ovid.fasti1.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
21,46,ovid.fasti2.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
22,46,ovid.fasti3.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
23,46,ovid.fasti4.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
24,46,ovid.fasti5.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
25,46,ovid.fasti6.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
26,46,ovid.her1.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
27,46,ovid.her10.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
28,46,ovid.her11.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
29,46,ovid.her12.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
30,46,ovid.her13.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
31,46,ovid.her14.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
32,46,ovid.her15.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
33,46,ovid.her16.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
34,46,ovid.her17.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
35,46,ovid.her18.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
36,46,ovid.her19.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
37,46,ovid.her2.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
38,46,ovid.her20.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
39,46,ovid.her21.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
40,46,ovid.her3.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
41,46,ovid.her4.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
42,46,ovid.her5.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
43,46,ovid.her6.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
44,46,ovid.her7.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
45,46,ovid.her8.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
46,46,ovid.her9.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
47,46,ovid.ibis.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
48,46,ovid.met1.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
49,46,ovid.met10.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
50,46,ovid.met11.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
51,46,ovid.met12.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
52,46,ovid.met13.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
53,46,ovid.met14.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
54,46,ovid.met15.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
55,46,ovid.met2.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
56,46,ovid.met3.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
57,46,ovid.met4.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
58,46,ovid.met5.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
59,46,ovid.met6.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
60,46,ovid.met7.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
61,46,ovid.met8.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
62,46,ovid.met9.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
63,46,ovid.ponto1.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
64,46,ovid.ponto2.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
65,46,ovid.ponto3.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
66,46,ovid.ponto4.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
67,46,ovid.rem.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
68,46,ovid.tristia1.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
69,46,ovid.tristia2.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
70,46,ovid.tristia3.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
71,46,ovid.tristia4.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
72,46,ovid.tristia5.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
73,61,Perseus_text_1999.02.0138.xml,TEI P4,inconnu,Disponible,Perseus Digital Library
74,31,eucherius.txt,Texte brut,inconnu,A encoder en TEI,The Latin Library
